support,itemsets,length
0.0015371249081066632,"frozenset({'shopping bags', 'frankfurter'})",2
0.0030742498162133263,"frozenset({'soda', 'frankfurter'})",2
0.0013366303548753592,"frozenset({'frankfurter', 'tropical fruit'})",2
0.0014702933903628951,"frozenset({'whipped/sour cream', 'frankfurter'})",2
0.005279689901757669,"frozenset({'whole milk', 'frankfurter'})",2
0.0025395976742631824,"frozenset({'yogurt', 'frankfurter'})",2
0.0010693042839002875,"frozenset({'frozen fish', 'whole milk'})",2
0.002138608567800575,"frozenset({'frozen meals', 'other vegetables'})",2
0.0014702933903628951,"frozenset({'frozen meals', 'rolls/buns'})",2
0.0012697988371315912,"frozenset({'frozen meals', 'sausage'})",2
0.0015371249081066632,"frozenset({'frozen meals', 'soda'})",2
0.0019381140145692708,"frozenset({'frozen meals', 'whole milk'})",2
0.0013366303548753592,"frozenset({'frozen meals', 'yogurt'})",2
0.003141081333957094,"frozenset({'frozen vegetables', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'pip fruit', 'frozen vegetables'})",2
0.0027400922274944863,"frozenset({'frozen vegetables', 'rolls/buns'})",2
0.002138608567800575,"frozenset({'frozen vegetables', 'root vegetables'})",2
0.0020717770500568067,"frozenset({'frozen vegetables', 'sausage'})",2
0.002004945532313039,"frozenset({'frozen vegetables', 'soda'})",2
0.0010693042839002875,"frozenset({'frozen vegetables', 'tropical fruit'})",2
0.003809396511394774,"frozenset({'frozen vegetables', 'whole milk'})",2
0.0020717770500568067,"frozenset({'yogurt', 'frozen vegetables'})",2
0.0010024727661565194,"frozenset({'margarine', 'fruit/vegetable juice'})",2
0.0029405867807257902,"frozenset({'fruit/vegetable juice', 'other vegetables'})",2
0.0014702933903628951,"frozenset({'pastry', 'fruit/vegetable juice'})",2
0.001403461872619127,"frozenset({'pip fruit', 'fruit/vegetable juice'})",2
0.003742564993651006,"frozenset({'fruit/vegetable juice', 'rolls/buns'})",2
0.001804450979081735,"frozenset({'fruit/vegetable juice', 'root vegetables'})",2
0.001804450979081735,"frozenset({'fruit/vegetable juice', 'sausage'})",2
0.002138608567800575,"frozenset({'soda', 'fruit/vegetable juice'})",2
0.002138608567800575,"frozenset({'fruit/vegetable juice', 'tropical fruit'})",2
0.004410880171088686,"frozenset({'fruit/vegetable juice', 'whole milk'})",2
0.002205440085544343,"frozenset({'yogurt', 'fruit/vegetable juice'})",2
0.001603956425850431,"frozenset({'grapes', 'other vegetables'})",2
0.0012029673193878234,"frozenset({'grapes', 'rolls/buns'})",2
0.0010693042839002875,"frozenset({'grapes', 'root vegetables'})",2
0.0010693042839002875,"frozenset({'grapes', 'sausage'})",2
0.001403461872619127,"frozenset({'grapes', 'soda'})",2
0.0019381140145692708,"frozenset({'grapes', 'whole milk'})",2
0.001603956425850431,"frozenset({'ham', 'other vegetables'})",2
0.0012697988371315912,"frozenset({'ham', 'rolls/buns'})",2
0.0012029673193878234,"frozenset({'ham', 'soda'})",2
0.0011361358016440553,"frozenset({'ham', 'tropical fruit'})",2
0.0027400922274944863,"frozenset({'ham', 'whole milk'})",2
0.0012697988371315912,"frozenset({'ham', 'yogurt'})",2
0.002205440085544343,"frozenset({'hamburger meat', 'other vegetables'})",2
0.0010024727661565194,"frozenset({'pastry', 'hamburger meat'})",2
0.0019381140145692708,"frozenset({'hamburger meat', 'rolls/buns'})",2
0.0012697988371315912,"frozenset({'hamburger meat', 'root vegetables'})",2
0.001670787943594199,"frozenset({'hamburger meat', 'soda'})",2
0.0013366303548753592,"frozenset({'hamburger meat', 'tropical fruit'})",2
0.0030742498162133263,"frozenset({'hamburger meat', 'whole milk'})",2
0.001670787943594199,"frozenset({'hamburger meat', 'yogurt'})",2
0.001670787943594199,"frozenset({'other vegetables', 'hard cheese'})",2
0.0010693042839002875,"frozenset({'pip fruit', 'hard cheese'})",2
0.001670787943594199,"frozenset({'hard cheese', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'hard cheese', 'root vegetables'})",2
0.001871282496825503,"frozenset({'hard cheese', 'whole milk'})",2
0.0012697988371315912,"frozenset({'yogurt', 'hard cheese'})",2
0.0011361358016440553,"frozenset({'herbs', 'whole milk'})",2
0.0011361358016440553,"frozenset({'yogurt', 'herbs'})",2
0.001403461872619127,"frozenset({'hygiene articles', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'hygiene articles', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'hygiene articles', 'root vegetables'})",2
0.0010693042839002875,"frozenset({'soda', 'hygiene articles'})",2
0.0017376194613379669,"frozenset({'hygiene articles', 'whole milk'})",2
0.0012697988371315912,"frozenset({'ice cream', 'other vegetables'})",2
0.0017376194613379669,"frozenset({'ice cream', 'rolls/buns'})",2
0.0012029673193878234,"frozenset({'ice cream', 'soda'})",2
0.0019381140145692708,"frozenset({'ice cream', 'whole milk'})",2
0.0011361358016440553,"frozenset({'long life bakery product', 'other vegetables'})",2
0.001670787943594199,"frozenset({'long life bakery product', 'rolls/buns'})",2
0.0010693042839002875,"frozenset({'long life bakery product', 'sausage'})",2
0.0013366303548753592,"frozenset({'long life bakery product', 'soda'})",2
0.0010693042839002875,"frozenset({'long life bakery product', 'tropical fruit'})",2
0.0024059346387756467,"frozenset({'long life bakery product', 'whole milk'})",2
0.0012029673193878234,"frozenset({'long life bakery product', 'yogurt'})",2
0.003207912851700862,"frozenset({'margarine', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'pastry', 'margarine'})",2
0.0012697988371315912,"frozenset({'pip fruit', 'margarine'})",2
0.0013366303548753592,"frozenset({'margarine', 'pork'})",2
0.003007418298469558,"frozenset({'margarine', 'rolls/buns'})",2
0.0019381140145692708,"frozenset({'margarine', 'root vegetables'})",2
0.001871282496825503,"frozenset({'margarine', 'sausage'})",2
0.0010024727661565194,"frozenset({'margarine', 'shopping bags'})",2
0.0026064291920069507,"frozenset({'margarine', 'soda'})",2
0.0014702933903628951,"frozenset({'margarine', 'tropical fruit'})",2
0.0011361358016440553,"frozenset({'margarine', 'whipped/sour cream'})",2
0.0040767225823698456,"frozenset({'margarine', 'whole milk'})",2
0.002138608567800575,"frozenset({'margarine', 'yogurt'})",2
0.002138608567800575,"frozenset({'meat', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'meat', 'rolls/buns'})",2
0.0013366303548753592,"frozenset({'meat', 'root vegetables'})",2
0.0010024727661565194,"frozenset({'meat', 'soda'})",2
0.002205440085544343,"frozenset({'meat', 'whole milk'})",2
0.0012029673193878234,"frozenset({'misc. beverages', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'misc. beverages', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'misc. beverages', 'root vegetables'})",2
0.0010693042839002875,"frozenset({'misc. beverages', 'sausage'})",2
0.001403461872619127,"frozenset({'misc. beverages', 'whole milk'})",2
0.0012697988371315912,"frozenset({'yogurt', 'misc. beverages'})",2
0.002138608567800575,"frozenset({'other vegetables', 'napkins'})",2
0.0017376194613379669,"frozenset({'pastry', 'napkins'})",2
0.0017376194613379669,"frozenset({'napkins', 'rolls/buns'})",2
0.0010693042839002875,"frozenset({'root vegetables', 'napkins'})",2
0.0015371249081066632,"frozenset({'soda', 'napkins'})",2
0.0012697988371315912,"frozenset({'napkins', 'tropical fruit'})",2
0.0024059346387756467,"frozenset({'whole milk', 'napkins'})",2
0.0017376194613379669,"frozenset({'yogurt', 'napkins'})",2
0.0036757334759072377,"frozenset({'newspapers', 'other vegetables'})",2
0.002004945532313039,"frozenset({'pastry', 'newspapers'})",2
0.0012697988371315912,"frozenset({'pip fruit', 'newspapers'})",2
0.003007418298469558,"frozenset({'newspapers', 'rolls/buns'})",2
0.0025395976742631824,"frozenset({'newspapers', 'root vegetables'})",2
0.001804450979081735,"frozenset({'newspapers', 'sausage'})",2
0.001804450979081735,"frozenset({'shopping bags', 'newspapers'})",2
0.0023391031210318785,"frozenset({'newspapers', 'soda'})",2
0.001871282496825503,"frozenset({'newspapers', 'tropical fruit'})",2
0.0015371249081066632,"frozenset({'newspapers', 'whipped/sour cream'})",2
0.005613847490476508,"frozenset({'newspapers', 'whole milk'})",2
0.0028737552629820224,"frozenset({'yogurt', 'newspapers'})",2
0.001804450979081735,"frozenset({'oil', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'oil', 'rolls/buns'})",2
0.001804450979081735,"frozenset({'oil', 'soda'})",2
0.0019381140145692708,"frozenset({'oil', 'whole milk'})",2
0.0010693042839002875,"frozenset({'oil', 'yogurt'})",2
0.0015371249081066632,"frozenset({'onions', 'other vegetables'})",2
0.0017376194613379669,"frozenset({'onions', 'rolls/buns'})",2
0.0013366303548753592,"frozenset({'onions', 'root vegetables'})",2
0.0014702933903628951,"frozenset({'onions', 'soda'})",2
0.0012029673193878234,"frozenset({'onions', 'tropical fruit'})",2
0.0010693042839002875,"frozenset({'onions', 'whipped/sour cream'})",2
0.0029405867807257902,"frozenset({'onions', 'whole milk'})",2
0.0012697988371315912,"frozenset({'onions', 'yogurt'})",2
0.0036757334759072377,"frozenset({'pastry', 'other vegetables'})",2
0.004945532313038829,"frozenset({'pip fruit', 'other vegetables'})",2
0.00394305954688231,"frozenset({'pork', 'other vegetables'})",2
0.0010024727661565194,"frozenset({'other vegetables', 'pot plants'})",2
0.0011361358016440553,"frozenset({'other vegetables', 'red/blush wine'})",2
0.010559379803515338,"frozenset({'other vegetables', 'rolls/buns'})",2
0.005279689901757669,"frozenset({'other vegetables', 'root vegetables'})",2
0.002205440085544343,"frozenset({'salty snack', 'other vegetables'})",2
0.006014836596939116,"frozenset({'other vegetables', 'sausage'})",2
0.0010024727661565194,"frozenset({'other vegetables', 'semi-finished bread'})",2
0.004945532313038829,"frozenset({'shopping bags', 'other vegetables'})",2
0.001403461872619127,"frozenset({'other vegetables', 'sliced cheese'})",2
0.009690570072846355,"frozenset({'soda', 'other vegetables'})",2
0.0012029673193878234,"frozenset({'soft cheese', 'other vegetables'})",2
0.001670787943594199,"frozenset({'other vegetables', 'specialty bar'})",2
0.001670787943594199,"frozenset({'specialty chocolate', 'other vegetables'})",2
0.0012697988371315912,"frozenset({'other vegetables', 'sugar'})",2
0.006282162667914188,"frozenset({'other vegetables', 'tropical fruit'})",2
0.002138608567800575,"frozenset({'uht-milk', 'other vegetables'})",2
0.0017376194613379669,"frozenset({'waffles', 'other vegetables'})",2
0.004143554100113613,"frozenset({'other vegetables', 'whipped/sour cream'})",2
0.0026064291920069507,"frozenset({'other vegetables', 'white bread'})",2
0.014836596939116486,"frozenset({'other vegetables', 'whole milk'})",2
0.008086613646995923,"frozenset({'yogurt', 'other vegetables'})",2
0.0012029673193878234,"frozenset({'packaged fruit/vegetables', 'rolls/buns'})",2
0.0010693042839002875,"frozenset({'pasta', 'whole milk'})",2
0.002205440085544343,"frozenset({'pastry', 'pip fruit'})",2
0.0015371249081066632,"frozenset({'pastry', 'pork'})",2
0.00394305954688231,"frozenset({'pastry', 'rolls/buns'})",2
0.0028737552629820224,"frozenset({'pastry', 'root vegetables'})",2
0.003207912851700862,"frozenset({'pastry', 'sausage'})",2
0.0013366303548753592,"frozenset({'pastry', 'shopping bags'})",2
0.0040767225823698456,"frozenset({'pastry', 'soda'})",2
0.002806923745238254,"frozenset({'pastry', 'tropical fruit'})",2
0.0015371249081066632,"frozenset({'pastry', 'whipped/sour cream'})",2
0.006482657221145492,"frozenset({'pastry', 'whole milk'})",2
0.00360890195816347,"frozenset({'pastry', 'yogurt'})",2
0.0010024727661565194,"frozenset({'whole milk', 'pickled vegetables'})",2
0.001603956425850431,"frozenset({'pip fruit', 'pork'})",2
0.004945532313038829,"frozenset({'pip fruit', 'rolls/buns'})",2
0.0026732607097507185,"frozenset({'pip fruit', 'root vegetables'})",2
0.002138608567800575,"frozenset({'pip fruit', 'sausage'})",2
0.001871282496825503,"frozenset({'pip fruit', 'shopping bags'})",2
0.00394305954688231,"frozenset({'pip fruit', 'soda'})",2
0.0020717770500568067,"frozenset({'pip fruit', 'tropical fruit'})",2
0.001670787943594199,"frozenset({'pip fruit', 'whipped/sour cream'})",2
0.006616320256633028,"frozenset({'pip fruit', 'whole milk'})",2
0.00360890195816347,"frozenset({'pip fruit', 'yogurt'})",2
0.003408407404932166,"frozenset({'pork', 'rolls/buns'})",2
0.0017376194613379669,"frozenset({'pork', 'root vegetables'})",2
0.0015371249081066632,"frozenset({'pork', 'sausage'})",2
0.0015371249081066632,"frozenset({'shopping bags', 'pork'})",2
0.003007418298469558,"frozenset({'soda', 'pork'})",2
0.0015371249081066632,"frozenset({'pork', 'tropical fruit'})",2
0.005012363830782597,"frozenset({'pork', 'whole milk'})",2
0.0030742498162133263,"frozenset({'yogurt', 'pork'})",2
0.0010024727661565194,"frozenset({'whole milk', 'pot plants'})",2
0.0014702933903628951,"frozenset({'processed cheese', 'rolls/buns'})",2
0.0010693042839002875,"frozenset({'root vegetables', 'processed cheese'})",2
0.0014702933903628951,"frozenset({'whole milk', 'processed cheese'})",2
0.0013366303548753592,"frozenset({'red/blush wine', 'rolls/buns'})",2
0.005747510525964045,"frozenset({'root vegetables', 'rolls/buns'})",2
0.0019381140145692708,"frozenset({'salty snack', 'rolls/buns'})",2
0.005346521419501437,"frozenset({'sausage', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'seasonal products', 'rolls/buns'})",2
0.004745037759807526,"frozenset({'shopping bags', 'rolls/buns'})",2
0.008086613646995923,"frozenset({'soda', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'soft cheese', 'rolls/buns'})",2
0.0012029673193878234,"frozenset({'specialty bar', 'rolls/buns'})",2
0.0012697988371315912,"frozenset({'specialty chocolate', 'rolls/buns'})",2
0.006081668114682885,"frozenset({'tropical fruit', 'rolls/buns'})",2
0.001804450979081735,"frozenset({'uht-milk', 'rolls/buns'})",2
0.001603956425850431,"frozenset({'waffles', 'rolls/buns'})",2
0.0029405867807257902,"frozenset({'whipped/sour cream', 'rolls/buns'})",2
0.002138608567800575,"frozenset({'white bread', 'rolls/buns'})",2
0.013967787208447505,"frozenset({'whole milk', 'rolls/buns'})",2
0.007819287576020852,"frozenset({'yogurt', 'rolls/buns'})",2
0.0010693042839002875,"frozenset({'salty snack', 'root vegetables'})",2
0.003341575887188398,"frozenset({'root vegetables', 'sausage'})",2
0.003341575887188398,"frozenset({'shopping bags', 'root vegetables'})",2
0.0012029673193878234,"frozenset({'sliced cheese', 'root vegetables'})",2
0.005279689901757669,"frozenset({'soda', 'root vegetables'})",2
0.0036757334759072377,"frozenset({'root vegetables', 'tropical fruit'})",2
0.0010024727661565194,"frozenset({'uht-milk', 'root vegetables'})",2
0.0013366303548753592,"frozenset({'waffles', 'root vegetables'})",2
0.0024727661565194146,"frozenset({'whipped/sour cream', 'root vegetables'})",2
0.0012697988371315912,"frozenset({'root vegetables', 'white bread'})",2
0.00755196150504578,"frozenset({'whole milk', 'root vegetables'})",2
0.00427721713560115,"frozenset({'yogurt', 'root vegetables'})",2
0.0011361358016440553,"frozenset({'salty snack', 'sausage'})",2
0.001403461872619127,"frozenset({'salty snack', 'soda'})",2
0.0010024727661565194,"frozenset({'salty snack', 'tropical fruit'})",2
0.0019381140145692708,"frozenset({'salty snack', 'whole milk'})",2
0.0015371249081066632,"frozenset({'salty snack', 'yogurt'})",2
0.0019381140145692708,"frozenset({'shopping bags', 'sausage'})",2
0.0011361358016440553,"frozenset({'sliced cheese', 'sausage'})",2
0.005948005079195348,"frozenset({'soda', 'sausage'})",2
0.0030742498162133263,"frozenset({'tropical fruit', 'sausage'})",2
0.0011361358016440553,"frozenset({'uht-milk', 'sausage'})",2
0.002138608567800575,"frozenset({'whipped/sour cream', 'sausage'})",2
0.001403461872619127,"frozenset({'white bread', 'sausage'})",2
0.008955423377664907,"frozenset({'whole milk', 'sausage'})",2
0.005747510525964045,"frozenset({'yogurt', 'sausage'})",2
0.001670787943594199,"frozenset({'semi-finished bread', 'whole milk'})",2
0.004410880171088686,"frozenset({'shopping bags', 'soda'})",2
0.0027400922274944863,"frozenset({'shopping bags', 'tropical fruit'})",2
0.0012029673193878234,"frozenset({'shopping bags', 'whipped/sour cream'})",2
0.006348994185657956,"frozenset({'shopping bags', 'whole milk'})",2
0.003542070440419702,"frozenset({'yogurt', 'shopping bags'})",2
0.0011361358016440553,"frozenset({'soda', 'sliced cheese'})",2
0.0014702933903628951,"frozenset({'sliced cheese', 'whole milk'})",2
0.0012697988371315912,"frozenset({'soda', 'specialty bar'})",2
0.001403461872619127,"frozenset({'specialty chocolate', 'soda'})",2
0.0012029673193878234,"frozenset({'soda', 'sugar'})",2
0.005413352937245205,"frozenset({'soda', 'tropical fruit'})",2
0.0012697988371315912,"frozenset({'uht-milk', 'soda'})",2
0.003408407404932166,"frozenset({'soda', 'whipped/sour cream'})",2
0.0015371249081066632,"frozenset({'soda', 'white bread'})",2
0.011628684087415625,"frozenset({'soda', 'whole milk'})",2
0.005814342043707813,"frozenset({'yogurt', 'soda'})",2
0.0012029673193878234,"frozenset({'soft cheese', 'whole milk'})",2
0.0012697988371315912,"frozenset({'yogurt', 'soft cheese'})",2
0.001670787943594199,"frozenset({'whole milk', 'specialty bar'})",2
0.0012029673193878234,"frozenset({'yogurt', 'specialty bar'})",2
0.0013366303548753592,"frozenset({'specialty chocolate', 'tropical fruit'})",2
0.0013366303548753592,"frozenset({'specialty chocolate', 'whole milk'})",2
0.0010024727661565194,"frozenset({'sugar', 'tropical fruit'})",2
0.0024727661565194146,"frozenset({'sugar', 'whole milk'})",2
0.0015371249081066632,"frozenset({'uht-milk', 'tropical fruit'})",2
0.0011361358016440553,"frozenset({'waffles', 'tropical fruit'})",2
0.0024727661565194146,"frozenset({'whipped/sour cream', 'tropical fruit'})",2
0.0010024727661565194,"frozenset({'tropical fruit', 'white bread'})",2
0.008220276682483459,"frozenset({'whole milk', 'tropical fruit'})",2
0.005212858384013901,"frozenset({'yogurt', 'tropical fruit'})",2
0.0025395976742631824,"frozenset({'uht-milk', 'whole milk'})",2
0.0011361358016440553,"frozenset({'yogurt', 'uht-milk'})",2
0.0026064291920069507,"frozenset({'waffles', 'whole milk'})",2
0.0011361358016440553,"frozenset({'waffles', 'yogurt'})",2
0.0010024727661565194,"frozenset({'whipped/sour cream', 'white bread'})",2
0.004611374724319989,"frozenset({'whipped/sour cream', 'whole milk'})",2
0.0029405867807257902,"frozenset({'yogurt', 'whipped/sour cream'})",2
0.003141081333957094,"frozenset({'whole milk', 'white bread'})",2
0.0010693042839002875,"frozenset({'yogurt', 'white bread'})",2
0.0012697988371315912,"frozenset({'white wine', 'whole milk'})",2
0.011160863463209249,"frozenset({'yogurt', 'whole milk'})",2
0.0011361358016440553,"frozenset({'soda', 'other vegetables', 'rolls/buns'})",3
0.0012029673193878234,"frozenset({'other vegetables', 'whole milk', 'rolls/buns'})",3
0.0011361358016440553,"frozenset({'soda', 'other vegetables', 'whole milk'})",3
0.0011361358016440553,"frozenset({'yogurt', 'other vegetables', 'whole milk'})",3
0.0011361358016440553,"frozenset({'sausage', 'whole milk', 'rolls/buns'})",3
0.0010024727661565194,"frozenset({'soda', 'whole milk', 'rolls/buns'})",3
0.0013366303548753592,"frozenset({'yogurt', 'whole milk', 'rolls/buns'})",3
0.0010693042839002875,"frozenset({'soda', 'whole milk', 'sausage'})",3
0.0014702933903628951,"frozenset({'yogurt', 'whole milk', 'sausage'})",3
